year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,category_id
2010,male,7,75567,9.26,"25,562,251,656",32477,Silent,23
2010,male,9,107241,8.39,"25,562,251,656",32477,Generation X,23
2010,male,4,67097,5.96,"25,562,251,656",32477,Millenials,23
2010,female,3,64577,4.65,"25,562,251,656",32477,Millenials,23
2010,female,4,119200,3.36,"25,562,251,656",32477,Generation X,23
2010,female,1,79168,1.26,"25,562,251,656",32477,Silent,23
2010,female,0,69866,0.0,"25,562,251,656",32477,Generation X,23
2010,female,0,45354,0.0,"25,562,251,656",32477,Generation Z,23
2010,female,0,26570,0.0,"25,562,251,656",32477,Silent,23
2010,male,0,47682,0.0,"25,562,251,656",32477,Generation Z,23
2011,male,12,108755,11.03,"27,427,161,523",34249,Generation X,23
2011,male,8,77047,10.38,"27,427,161,523",34249,Boomers,23
2011,male,2,19308,10.36,"27,427,161,523",34249,Silent,23
2011,male,3,67311,4.46,"27,427,161,523",34249,Millenials,23
2011,female,1,25937,3.86,"27,427,161,523",34249,Silent,23
2011,female,3,122543,2.45,"27,427,161,523",34249,Generation X,23
2011,female,1,80672,1.24,"27,427,161,523",34249,Boomers,23
2011,female,0,64690,0.0,"27,427,161,523",34249,Millenials,23
2011,female,0,73838,0.0,"27,427,161,523",34249,Millenials,23
2011,female,0,44757,0.0,"27,427,161,523",34249,Generation Z,23
2011,male,0,68773,0.0,"27,427,161,523",34249,Millenials,23
2011,male,0,47189,0.0,"27,427,161,523",34249,Generation Z,23
2012,male,9,70596,12.75,"25,041,372,222",30752,Millenials,23
2012,male,14,110616,12.66,"25,041,372,222",30752,Generation X,23
2012,male,6,66014,9.09,"25,041,372,222",30752,Millenials,23
2012,male,5,79804,6.27,"25,041,372,222",30752,Boomers,23
2012,female,1,75365,1.33,"25,041,372,222",30752,Millenials,23
2012,female,1,125423,0.8,"25,041,372,222",30752,Generation X,23
2012,female,0,63355,0.0,"25,041,372,222",30752,Millenials,23
2012,female,0,44613,0.0,"25,041,372,222",30752,Generation Z,23
2012,female,0,83946,0.0,"25,041,372,222",30752,Boomers,23
2012,female,0,27031,0.0,"25,041,372,222",30752,Silent,23
2012,male,0,47222,0.0,"25,041,372,222",30752,Generation Z,23
2012,male,0,20320,0.0,"25,041,372,222",30752,Silent,23
2013,male,3,21349,14.05,"24,084,572,491",29624,Silent,23
2013,male,8,62893,12.72,"24,084,572,491",29624,Millenials,23
2013,male,10,81903,12.21,"24,084,572,491",29624,Boomers,23
2013,male,8,70521,11.34,"24,084,572,491",29624,Millenials,23
2013,male,11,110593,9.95,"24,084,572,491",29624,Generation X,23
2013,female,4,125846,3.18,"24,084,572,491",29624,Generation X,23
2013,female,1,86452,1.16,"24,084,572,491",29624,Boomers,23
2013,female,0,59969,0.0,"24,084,572,491",29624,Millenials,23
2013,female,0,73849,0.0,"24,084,572,491",29624,Millenials,23
2013,female,0,44407,0.0,"24,084,572,491",29624,Generation Z,23
2013,female,0,28320,0.0,"24,084,572,491",29624,Silent,23
2013,male,0,46914,0.0,"24,084,572,491",29624,Generation Z,23
2014,male,13,107823,12.06,"23,359,294,149",29024,Generation X,23
2014,male,8,68555,11.67,"23,359,294,149",29024,Millenials,23
2014,male,7,82766,8.46,"23,359,294,149",29024,Boomers,23
2014,female,5,87152,5.74,"23,359,294,149",29024,Boomers,23
2014,female,4,72330,5.53,"23,359,294,149",29024,Millenials,23
2014,female,3,59114,5.07,"23,359,294,149",29024,Millenials,23
2014,male,1,22372,4.47,"23,359,294,149",29024,Silent,23
2014,male,2,60975,3.28,"23,359,294,149",29024,Millenials,23
2014,female,1,122485,0.82,"23,359,294,149",29024,Generation X,23
2014,female,0,44760,0.0,"23,359,294,149",29024,Generation Z,23
2014,female,0,29382,0.0,"23,359,294,149",29024,Silent,23
2014,male,0,47104,0.0,"23,359,294,149",29024,Generation Z,23
1990,male,198,179200,110.49,"40,477,403,220",4168,G.I. Generation,24
1990,male,385,800800,48.08,"40,477,403,220",4168,G.I. Generation,24
1990,male,571,1421800,40.16,"40,477,403,220",4168,Silent,24
1990,female,129,364700,35.37,"40,477,403,220",4168,G.I. Generation,24
1990,male,176,713900,24.65,"40,477,403,220",4168,Boomers,24
1990,female,196,1017200,19.27,"40,477,403,220",4168,G.I. Generation,24
1990,male,99,783000,12.64,"40,477,403,220",4168,Generation X,24
1990,female,150,1426600,10.51,"40,477,403,220",4168,Silent,24
1990,female,53,684200,7.75,"40,477,403,220",4168,Boomers,24
1990,female,34,747900,4.55,"40,477,403,220",4168,Generation X,24
1990,male,5,804100,0.62,"40,477,403,220",4168,Generation X,24
1990,female,1,767500,0.13,"40,477,403,220",4168,Generation X,24
1995,male,132,150800,87.53,"59,775,697,061",6134,G.I. Generation,24
1995,male,524,1486300,35.26,"59,775,697,061",6134,Boomers,24
1995,male,280,828300,33.8,"59,775,697,061",6134,Silent,24
1995,female,97,317400,30.56,"59,775,697,061",6134,G.I. Generation,24
1995,male,180,695700,25.87,"59,775,697,061",6134,Generation X,24
1995,male,161,874900,18.4,"59,775,697,061",6134,Generation X,24
1995,female,150,1056900,14.19,"59,775,697,061",6134,Silent,24
1995,female,138,1494200,9.24,"59,775,697,061",6134,Boomers,24
1995,female,35,837000,4.18,"59,775,697,061",6134,Generation X,24
1995,female,25,668100,3.74,"59,775,697,061",6134,Generation X,24
1995,male,7,683100,1.02,"59,775,697,061",6134,Millenials,24
1995,female,4,651600,0.61,"59,775,697,061",6134,Millenials,24
2000,male,137,187872,72.92,"61,649,492,817",6278,G.I. Generation,24
2000,male,546,1490793,36.62,"61,649,492,817",6278,Boomers,24
2000,male,294,875298,33.59,"61,649,492,817",6278,Silent,24
2000,male,174,783436,22.21,"61,649,492,817",6278,Generation X,24
2000,male,139,797534,17.43,"61,649,492,817",6278,Generation X,24
2000,female,63,380114,16.57,"61,649,492,817",6278,G.I. Generation,24
2000,female,113,1069748,10.56,"61,649,492,817",6278,Silent,24
2000,female,120,1487345,8.07,"61,649,492,817",6278,Boomers,24
2000,female,26,751117,3.46,"61,649,492,817",6278,Generation X,24
2000,female,25,763848,3.27,"61,649,492,817",6278,Generation X,24
2000,male,8,631794,1.27,"61,649,492,817",6278,Millenials,24
2000,female,4,600843,0.67,"61,649,492,817",6278,Millenials,24
2005,male,113,215366,52.47,"136,280,689,891",13961,Silent,24
2005,male,516,1427262,36.15,"136,280,689,891",13961,Boomers,24
2005,male,347,998004,34.77,"136,280,689,891",13961,Silent,24
2005,male,208,877897,23.69,"136,280,689,891",13961,Generation X,24
2005,male,85,695191,12.23,"136,280,689,891",13961,Millenials,24
2005,female,50,420901,11.88,"136,280,689,891",13961,Silent,24
2005,female,109,1408555,7.74,"136,280,689,891",13961,Boomers,24
2005,female,82,1171511,7.0,"136,280,689,891",13961,Silent,24
2005,female,33,841934,3.92,"136,280,689,891",13961,Generation X,24
2005,female,16,663458,2.41,"136,280,689,891",13961,Millenials,24
2005,male,4,534812,0.75,"136,280,689,891",13961,Millenials,24
2005,female,2,506842,0.39,"136,280,689,891",13961,Millenials,24
2010,male,115,243211,47.28,"207,477,857,919",20862,Silent,24
2010,male,394,1121705,35.13,"207,477,857,919",20862,Silent,24
2010,male,473,1499075,31.55,"207,477,857,919",20862,Generation X,24
2010,male,168,858416,19.57,"207,477,857,919",20862,Generation X,24
2010,male,94,665538,14.12,"207,477,857,919",20862,Millenials,24
2010,female,40,453417,8.82,"207,477,857,919",20862,Silent,24
2010,female,84,1288749,6.52,"207,477,857,919",20862,Silent,24
2010,female,87,1445352,6.02,"207,477,857,919",20862,Generation X,24
2010,female,26,805752,3.23,"207,477,857,919",20862,Generation X,24
2010,female,20,629937,3.17,"207,477,857,919",20862,Millenials,24
2010,male,1,479853,0.21,"207,477,857,919",20862,Generation Z,24
2010,female,0,454268,0.0,"207,477,857,919",20862,Generation Z,24
2011,male,118,246004,47.97,"227,948,349,666",23010,Silent,24
2011,male,424,1152114,36.8,"227,948,349,666",23010,Boomers,24
2011,male,500,1517715,32.94,"227,948,349,666",23010,Generation X,24
2011,male,173,818695,21.13,"227,948,349,666",23010,Millenials,24
2011,male,120,632356,18.98,"227,948,349,666",23010,Millenials,24
2011,female,43,454906,9.45,"227,948,349,666",23010,Silent,24
2011,female,86,1456523,5.9,"227,948,349,666",23010,Generation X,24
2011,female,77,1312571,5.87,"227,948,349,666",23010,Boomers,24
2011,female,28,771896,3.63,"227,948,349,666",23010,Millenials,24
2011,female,19,602033,3.16,"227,948,349,666",23010,Millenials,24
2011,male,2,483911,0.41,"227,948,349,666",23010,Generation Z,24
2011,female,0,457594,0.0,"227,948,349,666",23010,Generation Z,24
2012,male,146,248952,58.65,"207,376,427,021",20898,Silent,24
2012,male,430,1173069,36.66,"207,376,427,021",20898,Boomers,24
2012,male,538,1537251,35.0,"207,376,427,021",20898,Generation X,24
2012,male,179,796162,22.48,"207,376,427,021",20898,Millenials,24
2012,male,84,609704,13.78,"207,376,427,021",20898,Millenials,24
2012,female,45,456859,9.85,"207,376,427,021",20898,Silent,24
2012,female,106,1333013,7.95,"207,376,427,021",20898,Boomers,24
2012,female,94,1471892,6.39,"207,376,427,021",20898,Generation X,24
2012,female,22,750032,2.93,"207,376,427,021",20898,Millenials,24
2012,female,10,581629,1.72,"207,376,427,021",20898,Millenials,24
2012,male,3,495721,0.61,"207,376,427,021",20898,Generation Z,24
2012,female,1,468843,0.21,"207,376,427,021",20898,Generation Z,24
2013,male,129,252532,51.08,"209,402,444,996",21073,Silent,24
2013,male,399,1188011,33.59,"209,402,444,996",21073,Boomers,24
2013,male,485,1556338,31.16,"209,402,444,996",21073,Generation X,24
2013,male,168,773130,21.73,"209,402,444,996",21073,Millenials,24
2013,male,108,586871,18.4,"209,402,444,996",21073,Millenials,24
2013,female,36,459282,7.84,"209,402,444,996",21073,Silent,24
2013,female,108,1488299,7.26,"209,402,444,996",21073,Generation X,24
2013,female,92,1347862,6.83,"209,402,444,996",21073,Boomers,24
2013,female,30,729365,4.11,"209,402,444,996",21073,Millenials,24
2013,female,15,560391,2.68,"209,402,444,996",21073,Millenials,24
2013,male,5,510895,0.98,"209,402,444,996",21073,Generation Z,24
2013,female,2,483804,0.41,"209,402,444,996",21073,Generation Z,24
2014,male,123,257383,47.79,"207,818,330,724",20859,Silent,24
2014,male,364,1197687,30.39,"207,818,330,724",20859,Boomers,24
2014,male,467,1580637,29.55,"207,818,330,724",20859,Generation X,24
2014,male,157,752372,20.87,"207,818,330,724",20859,Millenials,24
2014,male,84,565782,14.85,"207,818,330,724",20859,Millenials,24
2014,female,54,464061,11.64,"207,818,330,724",20859,Silent,24
2014,female,107,1356408,7.89,"207,818,330,724",20859,Boomers,24
2014,female,94,1509758,6.23,"207,818,330,724",20859,Generation X,24
2014,female,26,711374,3.65,"207,818,330,724",20859,Millenials,24
2014,female,11,540106,2.04,"207,818,330,724",20859,Millenials,24
2014,female,1,500027,0.2,"207,818,330,724",20859,Generation Z,24
2014,male,1,527532,0.19,"207,818,330,724",20859,Generation Z,24
1995,male,85,133500,63.67,"185,006,961,302",37841,G.I. Generation,25
1995,male,180,449600,40.04,"185,006,961,302",37841,Silent,25
1995,female,63,233200,27.02,"185,006,961,302",37841,G.I. Generation,25
1995,male,204,762400,26.76,"185,006,961,302",37841,Boomers,25
1995,male,108,413900,26.09,"185,006,961,302",37841,Generation X,25
1995,female,102,498300,20.47,"185,006,961,302",37841,Silent,25
1995,female,108,739000,14.61,"185,006,961,302",37841,Boomers,25
1995,male,47,355700,13.21,"185,006,961,302",37841,Generation X,25
1995,female,18,393200,4.58,"185,006,961,302",37841,Generation X,25
1995,female,8,341800,2.34,"185,006,961,302",37841,Generation X,25
1995,male,1,291000,0.34,"185,006,961,302",37841,Millenials,25
1995,female,0,277500,0.0,"185,006,961,302",37841,Millenials,25
2000,male,72,138454,52.0,"164,158,800,460",32841,G.I. Generation,25
2000,male,142,495321,28.67,"164,158,800,460",32841,Silent,25
2000,male,218,783883,27.81,"164,158,800,460",32841,Boomers,25
2000,female,42,239483,17.54,"164,158,800,460",32841,G.I. Generation,25
2000,male,61,403105,15.13,"164,158,800,460",32841,Generation X,25
2000,male,39,310470,12.56,"164,158,800,460",32841,Generation X,25
2000,female,54,528095,10.23,"164,158,800,460",32841,Silent,25
2000,female,74,760859,9.73,"164,158,800,460",32841,Boomers,25
2000,female,16,389550,4.11,"164,158,800,460",32841,Generation X,25
2000,female,9,300690,2.99,"164,158,800,460",32841,Generation X,25
2000,male,1,332762,0.3,"164,158,800,460",32841,Millenials,25
2000,female,0,315938,0.0,"164,158,800,460",32841,Millenials,25
2005,male,83,143327,57.91,"264,467,308,109",51960,Silent,25
2005,male,139,564794,24.61,"264,467,308,109",51960,Silent,25
2005,male,158,781448,20.22,"264,467,308,109",51960,Boomers,25
2005,female,38,236734,16.05,"264,467,308,109",51960,Silent,25
2005,male,53,364110,14.56,"264,467,308,109",51960,Generation X,25
2005,female,61,588430,10.37,"264,467,308,109",51960,Silent,25
2005,female,58,762175,7.61,"264,467,308,109",51960,Boomers,25
2005,male,21,305232,6.88,"264,467,308,109",51960,Millenials,25
2005,female,10,360100,2.78,"264,467,308,109",51960,Generation X,25
2005,female,7,292929,2.39,"264,467,308,109",51960,Millenials,25
2005,male,3,354025,0.85,"264,467,308,109",51960,Millenials,25
2005,female,0,336548,0.0,"264,467,308,109",51960,Millenials,25
2010,male,61,153231,39.81,"321,995,350,347",61711,Silent,25
2010,male,142,613233,23.16,"321,995,350,347",61711,Silent,25
2010,male,142,791338,17.94,"321,995,350,347",61711,Generation X,25
2010,male,43,329780,13.04,"321,995,350,347",61711,Generation X,25
2010,female,22,236409,9.31,"321,995,350,347",61711,Silent,25
2010,female,56,634607,8.82,"321,995,350,347",61711,Silent,25
2010,female,64,776699,8.24,"321,995,350,347",61711,Generation X,25
2010,male,17,349175,4.87,"321,995,350,347",61711,Millenials,25
2010,female,10,333696,3.0,"321,995,350,347",61711,Millenials,25
2010,female,6,327722,1.83,"321,995,350,347",61711,Generation X,25
2010,female,0,327790,0.0,"321,995,350,347",61711,Generation Z,25
2010,male,0,344105,0.0,"321,995,350,347",61711,Generation Z,25
2011,male,48,156856,30.6,"344,003,209,696",65598,Silent,25
2011,male,189,791137,23.89,"344,003,209,696",65598,Generation X,25
2011,male,139,621859,22.35,"344,003,209,696",65598,Boomers,25
2011,male,35,326633,10.72,"344,003,209,696",65598,Millenials,25
2011,female,22,237867,9.25,"344,003,209,696",65598,Silent,25
2011,female,57,643276,8.86,"344,003,209,696",65598,Boomers,25
2011,male,26,356319,7.3,"344,003,209,696",65598,Millenials,25
2011,female,50,778373,6.42,"344,003,209,696",65598,Generation X,25
2011,female,12,323639,3.71,"344,003,209,696",65598,Millenials,25
2011,female,11,340056,3.23,"344,003,209,696",65598,Millenials,25
2011,female,0,326359,0.0,"344,003,209,696",65598,Generation Z,25
2011,male,0,341776,0.0,"344,003,209,696",65598,Generation Z,25
2012,male,67,161259,41.55,"327,148,899,962",62071,Silent,25
2012,male,209,788215,26.52,"327,148,899,962",62071,Generation X,25
2012,male,153,630159,24.28,"327,148,899,962",62071,Boomers,25
2012,female,71,651381,10.9,"327,148,899,962",62071,Boomers,25
2012,male,31,326746,9.49,"327,148,899,962",62071,Millenials,25
2012,male,33,362466,9.1,"327,148,899,962",62071,Millenials,25
2012,female,19,240759,7.89,"327,148,899,962",62071,Silent,25
2012,female,58,776419,7.47,"327,148,899,962",62071,Generation X,25
2012,female,11,322504,3.41,"327,148,899,962",62071,Millenials,25
2012,female,8,346154,2.31,"327,148,899,962",62071,Millenials,25
2012,male,1,340022,0.29,"327,148,899,962",62071,Generation Z,25
2012,female,0,324455,0.0,"327,148,899,962",62071,Generation Z,25
2013,male,62,166011,37.35,"343,584,385,594",64831,Silent,25
2013,male,157,637775,24.62,"343,584,385,594",64831,Boomers,25
2013,male,174,785198,22.16,"343,584,385,594",64831,Generation X,25
2013,female,25,243880,10.25,"343,584,385,594",64831,Silent,25
2013,male,33,328192,10.06,"343,584,385,594",64831,Millenials,25
2013,female,52,658936,7.89,"343,584,385,594",64831,Boomers,25
2013,female,54,775088,6.97,"343,584,385,594",64831,Generation X,25
2013,male,23,367000,6.27,"343,584,385,594",64831,Millenials,25
2013,female,16,322819,4.96,"343,584,385,594",64831,Millenials,25
2013,female,12,350607,3.42,"343,584,385,594",64831,Millenials,25
2013,female,1,324362,0.31,"343,584,385,594",64831,Generation Z,25
2013,male,1,339830,0.29,"343,584,385,594",64831,Generation Z,25
2014,male,61,172150,35.43,"352,993,633,221",66114,Silent,25
2014,male,155,645001,24.03,"352,993,633,221",66114,Boomers,25
2014,male,178,784300,22.7,"352,993,633,221",66114,Generation X,25
2014,female,36,248889,14.46,"352,993,633,221",66114,Silent,25
2014,male,43,333712,12.89,"352,993,633,221",66114,Millenials,25
2014,male,31,370570,8.37,"352,993,633,221",66114,Millenials,25
2014,female,59,774379,7.62,"352,993,633,221",66114,Generation X,25
2014,female,50,666386,7.5,"352,993,633,221",66114,Boomers,25
2014,female,7,325866,2.15,"352,993,633,221",66114,Millenials,25
2014,female,7,354099,1.98,"352,993,633,221",66114,Millenials,25
2014,female,1,323749,0.31,"352,993,633,221",66114,Generation Z,25
2014,male,1,340065,0.29,"352,993,633,221",66114,Generation Z,25
1985,male,8,40000,20.0,"17,149,094,590",2238,G.I. Generation,26
1985,male,70,610800,11.46,"17,149,094,590",2238,Boomers,26
1985,male,33,289000,11.42,"17,149,094,590",2238,G.I. Generation,26
1985,male,104,915700,11.36,"17,149,094,590",2238,Generation X,26
1985,male,57,692800,8.23,"17,149,094,590",2238,Silent,26
1985,female,58,897700,6.46,"17,149,094,590",2238,Generation X,26
1985,female,31,600800,5.16,"17,149,094,590",2238,Boomers,26
1985,female,2,49000,4.08,"17,149,094,590",2238,G.I. Generation,26
1985,female,15,692800,2.17,"17,149,094,590",2238,Silent,26
1985,female,4,303000,1.32,"17,149,094,590",2238,G.I. Generation,26
1985,male,7,1307600,0.54,"17,149,094,590",2238,Generation X,26
1985,female,4,1262600,0.32,"17,149,094,590",2238,Generation X,26
1990,male,89,788540,11.29,"15,239,278,100",1732,Boomers,26
1990,male,97,1055004,9.19,"15,239,278,100",1732,Generation X,26
1990,male,30,358877,8.36,"15,239,278,100",1732,G.I. Generation,26
1990,female,84,1031235,8.15,"15,239,278,100",1732,Generation X,26
1990,male,70,877120,7.98,"15,239,278,100",1732,Silent,26
1990,female,42,779938,5.39,"15,239,278,100",1732,Boomers,26
1990,male,3,70844,4.23,"15,239,278,100",1732,G.I. Generation,26
1990,female,2,87254,2.29,"15,239,278,100",1732,G.I. Generation,26
1990,female,17,883364,1.92,"15,239,278,100",1732,Silent,26
1990,female,3,380666,0.79,"15,239,278,100",1732,G.I. Generation,26
1990,male,6,1262625,0.48,"15,239,278,100",1732,Generation X,26
1990,female,5,1225466,0.41,"15,239,278,100",1732,Generation X,26
1995,male,97,905313,10.71,"24,432,884,442",2453,Generation X,26
1995,male,113,1152675,9.8,"24,432,884,442",2453,Generation X,26
1995,male,41,420246,9.76,"24,432,884,442",2453,Silent,26
1995,male,101,1055363,9.57,"24,432,884,442",2453,Boomers,26
1995,male,8,86756,9.22,"24,432,884,442",2453,G.I. Generation,26
1995,female,95,1126655,8.43,"24,432,884,442",2453,Generation X,26
1995,female,43,897847,4.79,"24,432,884,442",2453,Generation X,26
1995,female,24,1067369,2.25,"24,432,884,442",2453,Boomers,26
1995,female,7,447404,1.56,"24,432,884,442",2453,Silent,26
1995,female,1,106143,0.94,"24,432,884,442",2453,G.I. Generation,26
1995,female,10,1325533,0.75,"24,432,884,442",2453,Millenials,26
1995,male,6,1369259,0.44,"24,432,884,442",2453,Millenials,26
2000,male,132,1241587,10.63,"18,327,764,882",1650,Generation X,26
2000,male,84,1009657,8.32,"18,327,764,882",1650,Generation X,26
2000,male,101,1241310,8.14,"18,327,764,882",1650,Boomers,26
2000,male,8,109133,7.33,"18,327,764,882",1650,G.I. Generation,26
2000,male,30,496455,6.04,"18,327,764,882",1650,Silent,26
2000,female,73,1212096,6.02,"18,327,764,882",1650,Generation X,26
2000,female,45,1004357,4.48,"18,327,764,882",1650,Generation X,26
2000,female,23,1261528,1.82,"18,327,764,882",1650,Boomers,26
2000,female,9,531381,1.69,"18,327,764,882",1650,Silent,26
2000,male,16,1458807,1.1,"18,327,764,882",1650,Millenials,26
2000,female,12,1408985,0.85,"18,327,764,882",1650,Millenials,26
2000,female,1,134087,0.75,"18,327,764,882",1650,G.I. Generation,26
2005,male,23,136021,16.91,"41,507,085,000",3397,Silent,26
2005,male,206,1343527,15.33,"41,507,085,000",3397,Millenials,26
2005,male,150,1087218,13.8,"41,507,085,000",3397,Generation X,26
2005,male,197,1445306,13.63,"41,507,085,000",3397,Boomers,26
2005,male,73,578971,12.61,"41,507,085,000",3397,Silent,26
2005,female,140,1308175,10.7,"41,507,085,000",3397,Millenials,26
2005,female,44,1081983,4.07,"41,507,085,000",3397,Generation X,26
2005,female,35,1474429,2.37,"41,507,085,000",3397,Boomers,26
2005,male,34,1513146,2.25,"41,507,085,000",3397,Millenials,26
2005,female,13,622240,2.09,"41,507,085,000",3397,Silent,26
2005,female,26,1458992,1.78,"41,507,085,000",3397,Millenials,26
2005,female,2,167635,1.19,"41,507,085,000",3397,Silent,26
2010,male,214,1436267,14.9,"69,555,367,000",5206,Millenials,26
2010,male,171,1181648,14.47,"69,555,367,000",5206,Generation X,26
2010,male,165,1639225,10.07,"69,555,367,000",5206,Generation X,26
2010,male,68,713198,9.53,"69,555,367,000",5206,Silent,26
2010,male,14,160404,8.73,"69,555,367,000",5206,Silent,26
2010,female,113,1395797,8.1,"69,555,367,000",5206,Millenials,26
2010,female,60,1175139,5.11,"69,555,367,000",5206,Generation X,26
2010,female,6,200768,2.99,"69,555,367,000",5206,Silent,26
2010,female,18,766861,2.35,"69,555,367,000",5206,Silent,26
2010,female,39,1675740,2.33,"69,555,367,000",5206,Generation X,26
2010,male,26,1536680,1.69,"69,555,367,000",5206,Generation Z,26
2010,female,18,1478558,1.22,"69,555,367,000",5206,Generation Z,26
2011,male,200,1449571,13.8,"79,276,664,000",5836,Millenials,26
2011,male,161,1202963,13.38,"79,276,664,000",5836,Millenials,26
2011,male,83,741610,11.19,"79,276,664,000",5836,Boomers,26
2011,male,18,166244,10.83,"79,276,664,000",5836,Silent,26
2011,male,160,1677115,9.54,"79,276,664,000",5836,Generation X,26
2011,female,120,1408696,8.52,"79,276,664,000",5836,Millenials,26
2011,female,51,1195816,4.26,"79,276,664,000",5836,Millenials,26
2011,female,45,1715068,2.62,"79,276,664,000",5836,Generation X,26
2011,female,32,1480934,2.16,"79,276,664,000",5836,Generation Z,26
2011,male,32,1539867,2.08,"79,276,664,000",5836,Generation Z,26
2011,female,4,208097,1.92,"79,276,664,000",5836,Silent,26
2011,female,12,797572,1.5,"79,276,664,000",5836,Boomers,26
2012,male,240,1462193,16.41,"87,924,544,000",6364,Millenials,26
2012,male,164,1225594,13.38,"87,924,544,000",6364,Millenials,26
2012,male,87,771426,11.28,"87,924,544,000",6364,Boomers,26
2012,male,19,172083,11.04,"87,924,544,000",6364,Silent,26
2012,male,162,1715827,9.44,"87,924,544,000",6364,Generation X,26
2012,female,118,1420727,8.31,"87,924,544,000",6364,Millenials,26
2012,female,55,1217762,4.52,"87,924,544,000",6364,Millenials,26
2012,female,48,1755189,2.73,"87,924,544,000",6364,Generation X,26
2012,male,39,1544899,2.52,"87,924,544,000",6364,Generation Z,26
2012,female,4,215613,1.86,"87,924,544,000",6364,Silent,26
2012,female,27,1484824,1.82,"87,924,544,000",6364,Generation Z,26
2012,female,13,829724,1.57,"87,924,544,000",6364,Boomers,26
2013,male,23,178094,12.91,"95,129,659,000",6769,Silent,26
2013,male,156,1473845,10.58,"95,129,659,000",6769,Millenials,26
2013,male,111,1248815,8.89,"95,129,659,000",6769,Millenials,26
2013,male,65,802441,8.1,"95,129,659,000",6769,Boomers,26
2013,female,89,1431562,6.22,"95,129,659,000",6769,Millenials,26
2013,male,106,1755019,6.04,"95,129,659,000",6769,Generation X,26
2013,female,30,1240273,2.42,"95,129,659,000",6769,Millenials,26
2013,male,29,1551821,1.87,"95,129,659,000",6769,Generation Z,26
2013,female,32,1795728,1.78,"95,129,659,000",6769,Generation X,26
2013,female,12,863112,1.39,"95,129,659,000",6769,Boomers,26
2013,female,3,223521,1.34,"95,129,659,000",6769,Silent,26
2013,female,20,1490382,1.34,"95,129,659,000",6769,Generation Z,26
2014,male,25,184452,13.55,"101,726,331,000",7116,Silent,26
2014,male,164,1484064,11.05,"101,726,331,000",7116,Millenials,26
2014,male,123,1271545,9.67,"101,726,331,000",7116,Millenials,26
2014,male,74,834436,8.87,"101,726,331,000",7116,Boomers,26
2014,male,153,1794205,8.53,"101,726,331,000",7116,Generation X,26
2014,female,77,1440731,5.34,"101,726,331,000",7116,Millenials,26
2014,female,33,1262288,2.61,"101,726,331,000",7116,Millenials,26
2014,male,28,1560323,1.79,"101,726,331,000",7116,Generation Z,26
2014,female,16,897482,1.78,"101,726,331,000",7116,Boomers,26
2014,female,18,1497410,1.2,"101,726,331,000",7116,Generation Z,26
2014,female,22,1836144,1.2,"101,726,331,000",7116,Generation X,26
2014,female,1,232065,0.43,"101,726,331,000",7116,Silent,26
1990,male,13,29955,43.4,"4,817,542,204",1068,G.I. Generation,27
1990,male,119,339719,35.03,"4,817,542,204",1068,Boomers,27
1990,male,127,504932,25.15,"4,817,542,204",1068,Generation X,27
1990,female,112,528567,21.19,"4,817,542,204",1068,Generation X,27
1990,male,81,427335,18.95,"4,817,542,204",1068,Silent,27
1990,male,34,201577,16.87,"4,817,542,204",1068,G.I. Generation,27
1990,female,43,383005,11.23,"4,817,542,204",1068,Boomers,27
1990,female,24,477092,5.03,"4,817,542,204",1068,Silent,27
1990,female,9,221802,4.06,"4,817,542,204",1068,G.I. Generation,27
1990,female,1,42375,2.36,"4,817,542,204",1068,G.I. Generation,27
1990,female,7,671315,1.04,"4,817,542,204",1068,Generation X,27
1990,male,1,682878,0.15,"4,817,542,204",1068,Generation X,27
1995,male,124,374095,33.15,"8,921,947,100",1845,Generation X,27
1995,male,171,534966,31.96,"8,921,947,100",1845,Generation X,27
1995,male,9,36691,24.53,"8,921,947,100",1845,G.I. Generation,27
1995,female,114,556096,20.5,"8,921,947,100",1845,Generation X,27
1995,male,90,466571,19.29,"8,921,947,100",1845,Boomers,27
1995,female,42,427927,9.81,"8,921,947,100",1845,Generation X,27
1995,male,20,235530,8.49,"8,921,947,100",1845,Silent,27
1995,female,23,546262,4.21,"8,921,947,100",1845,Boomers,27
1995,female,16,664854,2.41,"8,921,947,100",1845,Millenials,27
1995,female,6,260709,2.3,"8,921,947,100",1845,Silent,27
1995,female,1,51334,1.95,"8,921,947,100",1845,G.I. Generation,27
1995,male,4,681362,0.59,"8,921,947,100",1845,Millenials,27
2000,male,82,391884,20.92,"11,784,927,700",2303,Generation X,27
2000,male,110,536079,20.52,"11,784,927,700",2303,Generation X,27
2000,male,91,500065,18.2,"11,784,927,700",2303,Boomers,27
2000,female,82,562148,14.59,"11,784,927,700",2303,Generation X,27
2000,male,31,259670,11.94,"11,784,927,700",2303,Silent,27
2000,male,3,45935,6.53,"11,784,927,700",2303,G.I. Generation,27
2000,female,4,62940,6.36,"11,784,927,700",2303,G.I. Generation,27
2000,female,25,454793,5.5,"11,784,927,700",2303,Generation X,27
2000,female,23,606774,3.79,"11,784,927,700",2303,Boomers,27
2000,female,4,298428,1.34,"11,784,927,700",2303,Silent,27
2000,female,4,688554,0.58,"11,784,927,700",2303,Millenials,27
2000,male,2,710919,0.28,"11,784,927,700",2303,Millenials,27
